invoice_id,so_id,no_urut,nama_produk,qty_delivered,unit_price,total
009784,SO240208,3,Stethoscope Anak,82,356000,29192000
009784,SO240208,4,Rapid Test HIV,14,435500,6097000
009785,SO240209,1,Termometer Digital Axilla,152,82500,12540000
009785,SO240209,2,Tongkat Ketiak Aluminium,156,190500,29718000
009785,SO240209,3,Spalk Lengan Anak,34,20500,697000
009785,SO240209,4,Pot Sputum 50ml Bertutup,127,98500,12509500
009785,SO240209,5,Pinset Bedah 14cm,49,49000,2401000
009786,SO240210,1,Syringe 5ml,134,77000,10318000
009786,SO240210,2,IV Catheter 22G,186,255500,47523000
009787,SO240211,1,Sarung Tangan Nitril S,12,161500,1938000
009787,SO240211,2,Tabung Vacutainer EDTA,171,200000,34200000
009787,SO240211,3,Timbangan Bayi Digital,23,510000,11730000
009787,SO240211,4,Slide Kaca 76x26mm,144,62500,9000000
009787,SO240211,5,Syringe 1ml,91,62500,5687500
009788,SO240212,1,Handscoon Steril 6.5,120,356000,42720000
009788,SO240212,2,Kursi Roda Standar,110,1510500,166155000
009789,SO240213,1,Tabung Vacutainer EDTA,111,235500,26140500
009789,SO240213,2,Syringe 10ml,156,61500,9594000
009789,SO240213,3,Urine Bag 2000ml,153,17000,2601000
009789,SO240213,4,Kassa Steril 10x10cm,198,47000,9306000
009790,SO240214,1,Penlight Diagnostik,71,26500,1881500
009790,SO240214,2,Urine Bag 2000ml,39,13500,526500
009790,SO240214,3,NGT 16Fr,43,28000,1204000
009791,SO240214,1,Penlight Diagnostik,62,26500,1643000
009791,SO240214,2,Urine Bag 2000ml,34,13500,459000
009791,SO240214,3,NGT 16Fr,38,28000,1064000
009792,SO240215,1,IV Catheter 20G,63,250500,15781500
009792,SO240215,2,Stethoscope Anak,64,253500,16224000
009792,SO240215,3,Walker Lipat Dewasa,149,624500,93050500
009793,SO240216,1,Perlak Waterproof 90x180cm,36,342000,12312000
009793,SO240216,2,Tabung Vacutainer EDTA,47,157000,7379000
009793,SO240216,3,Termometer Infrared,77,206000,15862000
009794,SO240216,1,Perlak Waterproof 90x180cm,19,342000,6498000
009794,SO240216,2,Tabung Vacutainer EDTA,25,157000,3925000
009794,SO240216,3,Termometer Infrared,40,206000,8240000
009795,SO240218,1,Slide Kaca 76x26mm,47,93000,4371000
009795,SO240218,2,Masker Bedah 3-Ply,54,37000,1998000
009795,SO240218,3,Perlak Waterproof 90x180cm,116,247500,28710000
009796,SO240218,1,Slide Kaca 76x26mm,32,93000,2976000
009796,SO240218,2,Masker 3ply,36,37000,1332000
009796,SO240218,3,Perlak Waterproof 90x180cm,76,247500,18810000
009797,SO240219,1,Tabung Vacutainer Citrate,110,213000,23430000
009797,SO240219,2,Pot Urine 60ml Bertutup,31,90000,2790000
009798,SO240219,1,Tabung Vacutainer Citrate,50,213000,10650000
009798,SO240219,2,Pot Urine 60ml Bertutup,15,90000,1350000
009799,SO240221,1,Syringe 3ml,98,52500,5145000
009799,SO240221,2,Benang Catgut 2-0,96,311000,29856000
009799,SO240221,3,Handscoon Steril 7.5,41,287000,11767000
009799,SO240221,4,Termometer Infrared,60,130500,7830000
009799,SO240221,5,Timbangan Bayi Digital,110,600000,66000000
009800,SO240221,1,Syringe 3ml,62,52500,3255000
009800,SO240221,2,Benang Catgut 2-0,61,311000,18971000
009800,SO240221,3,Handscoon Steril 7.5,26,287000,7462000
009800,SO240221,4,Termometer Infrared,38,130500,4959000
009800,SO240221,5,Timbangan Bayi Digital,69,600000,41400000
009801,SO240222,1,Rapid Test HbsAg,103,408500,42075500
009801,SO240222,2,Spalk Lengan Anak,115,25500,2932500
009801,SO240222,3,Holder Vacutainer,78,138000,10764000
009801,SO240222,4,Pinset Anatomis 14cm,45,68000,3060000
009802,SO240222,1,Rapid Test HbsAg,95,408500,38807500
009802,SO240222,2,Spalk Lengan Anak,106,25500,2703000
009802,SO240222,3,Holder Vacutainer,73,138000,10074000
009802,SO240222,4,Pinset Anatomis 14cm,42,68000,2856000
009803,SO240223,1,Urinal Pria Plastik,58,29500,1711000
009804,SO240224,1,Pot Sputum 50ml Bertutup,38,87000,3306000
009804,SO240224,2,Timbangan Bayi Digital,159,636500,101203500
009804,SO240224,3,Bantal Angin Anti Decubitus,44,283000,12452000
009804,SO240224,4,Perlak Waterproof 90x180cm,115,265000,30475000
009804,SO240224,5,Spuit 5cc,125,51000,6375000
009805,SO240225,1,Pot Urine 60ml Bertutup,97,94000,9118000
009805,SO240225,2,Tongkat Ketiak Aluminium,17,287500,4887500
009805,SO240225,3,Sarung Bantal Pasien,107,32500,3477500
009805,SO240225,4,Gunting Bedah Lurus 14cm,110,147000,16170000
009806,SO240225,1,Pot Urine 60ml Bertutup,59,94000,5546000
009806,SO240225,2,Tongkat Ketiak Aluminium,11,287500,3162500
009806,SO240225,3,Sarung Bantal Pasien,65,32500,2112500
009806,SO240225,4,Gunting Bedah Lurus 14cm,67,147000,9849000
009807,SO240226,1,Kassa Steril 10x10cm,40,30000,1200000
009807,SO240226,2,Sarung Tangan Nitril M,110,170000,18700000
009808,SO240226,1,Kassa Steril 10x10cm,30,30000,900000
009808,SO240226,2,Sarung Tangan Nitril M,81,170000,13770000
009809,SO240227,1,Duk Operasi 80x90cm,101,46500,4696500
009810,SO240227,1,Duk Operasi 80x90cm,92,46500,4278000
009811,SO240228,1,Gunting Bedah Bengkok 14cm,104,129500,13468000
009811,SO240228,2,Infus Set Dewasa,27,14000,378000
009811,SO240228,3,Strip Gula Darah,119,192000,22848000
009812,SO240229,1,Infus Set Dewasa,156,14000,2184000
009813,SO240230,1,Tongkat Ketiak Aluminium,144,301000,43344000
009813,SO240230,2,IV Catheter 18G,169,226500,38278500
009813,SO240230,3,Tabung Vacutainer EDTA,43,230500,9911500
009814,SO240231,1,Tensimeter Manual Dewasa,100,254500,25450000
009814,SO240231,2,Urine Stick 10 Parameter,23,254500,5853500
009814,SO240231,3,Holder Vacutainer,98,107000,10486000
009814,SO240231,4,Walker Lipat Dewasa,68,374000,25432000
009815,SO240231,1,Tensimeter Manual Dewasa,68,254500,17306000
009815,SO240231,2,Urine Stick 10 Parameter,16,254500,4072000
009815,SO240231,3,Holder Vacutainer,66,107000,7062000
009815,SO240231,4,Walker Lipat Dewasa,46,374000,17204000
009816,SO240232,1,Klem Arteri Bengkok,175,138000,24150000
009817,SO240233,1,Termometer Infrared,152,190000,28880000
009817,SO240233,2,Kursi Roda Lipat Ringan,14,1937000,27118000
009817,SO240233,3,Bedpan Plastik Dewasa,157,47500,7457500
009818,SO240234,1,Stethoscope Anak,162,230500,37341000
009818,SO240234,2,Kasur Angin Anti Decubitus,88,1589500,139876000
009819,SO240235,1,Handscoon Steril 6.5,57,290000,16530000
009820,SO240235,1,Handscoon Steril 6.5,59,290000,17110000
009821,SO240236,1,Handscoon Steril 6.5,12,436000,5232000
009821,SO240236,2,Infus Set Dewasa,18,10500,189000
009821,SO240236,3,Sarung Tangan Nitril L,73,178500,13030500
009822,SO240236,1,Handscoon Steril 6.5,12,436000,5232000
009822,SO240236,2,Infus Set Dewasa,19,10500,199500
009822,SO240236,3,Sarung Tangan Nitril L,73,178500,13030500
009823,SO240237,1,Duk Operasi 80x90cm,52,39500,2054000
009823,SO240237,2,IV Catheter 18G,126,217000,27342000
009823,SO240237,3,Bantal Angin Anti Decubitus,104,244000,25376000
009824,SO240237,1,Duk Operasi 80x90cm,47,39500,1856500
009824,SO240237,2,IV Catheter 18G,111,217000,24087000
009824,SO240237,3,Bantal Angin Anti Decubitus,92,244000,22448000
009825,SO240238,1,IV Catheter 20G,123,250000,30750000
009825,SO240238,2,Tabung Vacutainer Plain,19,239000,4541000
009826,SO240238,1,IV Catheter 20G,63,250000,15750000
009826,SO240238,2,Tabung Vacutainer Plain,10,239000,2390000
009827,SO240239,1,Syringe 5ml,30,59000,1770000
009827,SO240239,2,IV Catheter 22G,56,259000,14504000
009827,SO240239,3,Gunting Bedah Lurus 14cm,88,96500,8492000
009827,SO240239,4,Tongkat Ketiak Aluminium,79,177000,13983000
009828,SO240239,1,Syringe 5ml,30,59000,1770000
009828,SO240239,2,IV Catheter 22G,55,259000,14245000
009828,SO240239,3,Gunting Bedah Lurus 14cm,87,96500,8395500
009828,SO240239,4,Tongkat Ketiak Aluminium,78,177000,13806000
009829,SO240240,1,Syringe 5ml,54,71500,3861000
009829,SO240240,2,Strip Gula Darah,181,130000,23530000
009830,SO240241,1,Tongkat Ketiak Aluminium,163,178500,29095500
009831,SO240242,1,Urinal Pria Plastik,47,25000,1175000
009832,SO240244,1,Pulse Oximeter,9,241500,2173500
009832,SO240244,2,Cover Glass 18x18mm,63,83500,5260500
009832,SO240244,3,Tabung Vacutainer Citrate,58,243500,14123000
009833,SO240244,1,Pulse Oximeter,10,241500,2415000
009833,SO240244,2,Cover Glass 18x18mm,67,83500,5594500
009833,SO240244,3,Tabung Vacutainer Citrate,61,243500,14853500
009834,SO240245,1,Plester Luka 5x10cm,31,27000,837000
009834,SO240245,2,Pinset Anatomis 14cm,174,67500,11745000
009835,SO240246,1,Kursi Roda Lipat Ringan,113,1515500,171251500
009835,SO240246,2,Kassa Steril 10x10cm,108,46500,5022000
009835,SO240246,3,Penlight Diagnostik,136,40500,5508000
009835,SO240246,4,Pinset Bedah 14cm,133,73000,9709000
009836,SO240246,1,Kursi Roda Lipat Ringan,63,1515500,95476500
009836,SO240246,2,Kassa Steril 10x10cm,60,46500,2790000
009836,SO240246,3,Penlight Diagnostik,75,40500,3037500
009836,SO240246,4,Pinset Bedah 14cm,74,73000,5402000
009837,SO240247,1,Timbangan Bayi Digital,185,632500,117012500
009838,SO240248,1,Kasur Angin Anti Decubitus,84,1025500,86142000
009838,SO240248,2,Rapid Test Antigen,19,532000,10108000
009838,SO240248,3,Syringe 20ml,162,84500,13689000
009839,SO240249,1,Masker Bedah 3-Ply,19,39000,741000
009839,SO240249,2,Rapid Test HIV,86,320000,27520000
009839,SO240249,3,Urinal Pria Plastik,50,28500,1425000
009839,SO240249,4,Walker Lipat Dewasa,26,673000,17498000
009840,SO240249,1,Masker Bedah 3-Ply,17,39000,663000
009840,SO240249,2,Rapid Test HIV,74,320000,23680000
009840,SO240249,3,Urinal Pria Plastik,43,28500,1225500
009840,SO240249,4,Walker Lipat Dewasa,23,673000,15479000
009841,SO240250,1,Strip Gula Darah,179,177500,31772500
009841,SO240250,2,IV Catheter 22G,195,202000,39390000
009842,SO240251,1,Rapid Test HbsAg,69,379500,26185500
009842,SO240251,2,Termometer Digital Axilla,184,70500,12972000
009842,SO240251,3,Holder Vacutainer,131,97000,12707000
009842,SO240251,4,Kasur Angin Anti Decubitus,47,1406000,66082000
009842,SO240251,5,Syringe 3ml,121,45500,5505500
009843,SO240252,1,Benang Catgut 2-0,103,321500,33114500
009843,SO240252,2,Selimut Pasien Rumah Sakit,59,72500,4277500
009843,SO240252,3,Tongkat Ketiak Aluminium,48,176000,8448000
009843,SO240252,4,NGT 16Fr,46,28500,1311000
009844,SO240252,1,Benang Catgut 2-0,73,321500,23469500
009844,SO240252,2,Selimut Pasien Rumah Sakit,42,72500,3045000
009844,SO240252,3,Tongkat Ketiak Aluminium,34,176000,5984000
009844,SO240252,4,NGT 16Fr,33,28500,940500
009845,SO240253,1,Urinal Pria Plastik,108,27000,2916000
009845,SO240253,2,Syringe 5ml,99,71000,7029000
009845,SO240253,3,Masker Bedah 3-Ply,24,39000,936000
009845,SO240253,4,Benang Catgut 2-0,19,408500,7761500
009845,SO240253,5,Sarung Tangan Nitril M,26,144500,3757000
009846,SO240253,1,Urinal Pria Plastik,70,27000,1890000
009846,SO240253,2,Syringe 5ml,64,71000,4544000
009846,SO240253,3,Masker Bedah 3-Ply,17,39000,663000
009846,SO240253,4,Benang Catgut 2-0,13,408500,5310500
009846,SO240253,5,Sarung Tangan Nitril M,17,144500,2456500
009847,SO240254,1,Cover Glass 18x18mm,77,56500,4350500
009847,SO240254,2,Tabung Vacutainer Citrate,122,178000,21716000
009847,SO240254,3,Tensimeter Digital Lengan,135,593500,80122500
009848,SO240255,1,NGT 16Fr,18,27500,495000
009849,SO240255,1,NGT 16Fr,12,27500,330000
009850,SO240256,1,Cover Glass 18x18mm,22,82000,1804000
009850,SO240256,2,Handscoon Steril 6.5,82,374000,30668000
009850,SO240256,3,Syringe 10ml,53,77500,4107500
009850,SO240256,4,IV Catheter 18G,48,232500,11160000
009851,SO240256,1,Cover Glass 18x18mm,17,82000,1394000
009851,SO240256,2,Handscoon Steril 6.5,60,374000,22440000
009851,SO240256,3,Syringe 10ml,39,77500,3022500
009851,SO240256,4,IV Catheter 18G,35,232500,8137500
009852,SO240257,1,Termometer Infrared,19,145500,2764500
009852,SO240257,2,Holder Vacutainer,16,127000,2032000
009853,SO240258,1,Pinset Bedah 14cm,111,43000,4773000
009853,SO240258,2,Tensimeter Digital Lengan,64,381000,24384000
009853,SO240258,3,Gunting Bedah Lurus 14cm,36,148500,5346000
009854,SO240258,1,Pinset Bedah 14cm,76,43000,3268000
009854,SO240258,2,Tensimeter Digital Lengan,45,381000,17145000
009854,SO240258,3,Gunting Bedah Lurus 14cm,25,148500,3712500
009855,SO240259,1,Urine Stick 10 Parameter,11,228000,2508000
009855,SO240259,2,Urine Bag 2000ml,17,16000,272000
009855,SO240259,3,Rapid Test Antigen,70,511500,35805000
009855,SO240259,4,Kassa Steril 10x10cm,28,32000,896000
009855,SO240259,5,Pot Sputum 50ml Bertutup,26,103000,2678000
009856,SO240259,1,Urine Stick 10 Parameter,15,228000,3420000
009856,SO240259,2,Urine Bag 2000ml,22,16000,352000
009856,SO240259,3,Rapid Test Antigen,92,511500,47058000
009856,SO240259,4,Kassa Steril 10x10cm,38,32000,1216000
009856,SO240259,5,Pot Sputum 50ml Bertutup,35,103000,3605000
009857,SO240260,1,Bantal Angin Anti Decubitus,64,221500,14176000
009857,SO240260,2,Syringe 5ml,8,79000,632000
009857,SO240260,3,Pot Urine 60ml Bertutup,81,75500,6115500
009857,SO240260,4,Syringe 3ml,6,45000,270000
009857,SO240260,5,Handscoon Steril 7.0,33,303500,10015500
009858,SO240260,1,Bantal Angin Anti Decubitus,56,221500,12404000
009858,SO240260,2,Syringe 5ml,8,79000,632000
009858,SO240260,3,Pot Urine 60ml Bertutup,71,75500,5360500
009858,SO240260,4,Syringe 3ml,6,45000,270000
009858,SO240260,5,Handscoon Steril 7.0,30,303500,9105000
009859,SO240261,1,Syringe 3ml,77,52500,4042500
009860,SO240261,1,Syringe 3ml,83,52500,4357500
009861,SO240262,1,Pot Urine 60ml Bertutup,47,92000,4324000
009861,SO240262,2,Cover Glass 18x18mm,106,74500,7897000
009861,SO240262,3,Blade Skalpel No.10,13,103500,1345500
009861,SO240262,4,Tiang Infus Stainless 5-Roda,126,477500,60165000
009862,SO240262,1,Pot Urine 60ml Bertutup,38,92000,3496000
009862,SO240262,2,Cover Glass 18x18mm,84,74500,6258000
009862,SO240262,3,Blade Skalpel No.10,11,103500,1138500
009862,SO240262,4,Tiang Infus Stainless 5-Roda,100,477500,47750000
009863,SO240263,1,Bedpan Plastik Dewasa,23,32000,736000
009863,SO240263,2,Objek Glass Frosted,84,95000,7980000
009863,SO240263,3,Spalk Lengan Anak,27,26500,715500
009863,SO240263,4,Bisturi Elektrik Disposable,53,138000,7314000
009864,SO240263,1,Bedpan Plastik Dewasa,27,32000,864000
009864,SO240263,2,Objek Glass Frosted,95,95000,9025000
009864,SO240263,3,Spalk Lengan Anak,32,26500,848000
009864,SO240263,4,Bisturi Elektrik Disposable,60,138000,8280000
009865,SO240264,1,Cover Glass 18x18mm,151,60000,9060000
009865,SO240264,2,Masker Bedah 3-Ply,32,48500,1552000
009865,SO240264,3,Blade Skalpel No.10,143,154000,22022000
009865,SO240264,4,Termometer Infrared,65,197500,12837500
009865,SO240264,5,Termometer Digital Axilla,131,75500,9890500
009866,SO240265,1,Pulse Oximeter,20,303500,6070000
009867,SO240266,1,Termometer Digital Axilla,6,71500,429000
009867,SO240266,2,Bantal Angin Anti Decubitus,34,215000,7310000
009867,SO240266,3,Perlak Waterproof 90x180cm,54,257500,13905000
009867,SO240266,4,Baju Pasien Dewasa,38,41000,1558000
009867,SO240266,5,Skalpel Handle No.3,7,91500,640500
009868,SO240266,1,Termometer Digital Axilla,8,71500,572000
009868,SO240266,2,Bantal Angin Anti Decubitus,38,215000,8170000
009868,SO240266,3,Perlak Waterproof 90x180cm,59,257500,15192500
009868,SO240266,4,Baju Pasien Dewasa,42,41000,1722000
009868,SO240266,5,Skalpel Handle No.3,9,91500,823500
009869,SO240267,1,Handscoon Steril 7.5,168,368000,61824000
009870,SO240268,1,Penlight Diagnostik,119,29500,3510500
009870,SO240268,2,Benang Silk 3-0,96,253500,24336000
009870,SO240268,3,Sarung Tangan Nitril S,28,142000,3976000
009870,SO240268,4,Plester Luka 5x10cm,44,34000,1496000
009870,SO240268,5,Infus Set Dewasa,24,13500,324000
009871,SO240268,1,Penlight Diagnostik,89,29500,2625500
009871,SO240268,2,Benang Silk 3-0,72,253500,18252000
009871,SO240268,3,Sarung Tangan Nitril S,21,142000,2982000
009871,SO240268,4,Plester Luka 5x10cm,33,34000,1122000
009871,SO240268,5,Infus Set Dewasa,19,13500,256500
009872,SO240269,1,Jarum Vacutainer 21G,28,180000,5040000
009873,SO240269,1,Jarum Vacutainer 21G,19,180000,3420000
009874,SO240270,1,Kursi Roda Standar,84,1596500,134106000
009875,SO240271,1,IV Catheter 20G,150,238500,35775000
009875,SO240271,2,Kassa Steril 10x10cm,127,40000,5080000
009875,SO240271,3,Tabung Vacutainer EDTA,155,167500,25962500
009875,SO240271,4,Rapid Test Antigen,88,395000,34760000
009875,SO240271,5,Sarung Bantal Pasien,76,27500,2090000
009876,SO240272,1,Jarum Vacutainer 21G,83,140000,11620000
009876,SO240272,2,Duk Operasi 80x90cm,22,43000,946000
009877,SO240272,1,Jarum Vacutainer 21G,94,140000,13160000
009877,SO240272,2,Duk Operasi 80x90cm,25,43000,1075000
009878,SO240273,1,Handscoon Steril 7.0,11,423000,4653000
009878,SO240273,2,Jarum Vacutainer 21G,139,163500,22726500
009879,SO240274,1,Sarung Bantal Pasien,10,24500,245000
009879,SO240274,2,Sarung Tangan Nitril S,92,156000,14352000
009879,SO240274,3,Duk Operasi 80x90cm,19,45000,855000
009879,SO240274,4,Blade Skalpel No.10,8,142500,1140000
009880,SO240274,1,Sarung Bantal Pasien,12,24500,294000
009880,SO240274,2,Sarung Tangan Nitril S,109,156000,17004000
009880,SO240274,3,Duk Operasi 80x90cm,24,45000,1080000
009880,SO240274,4,Blade Skalpel No.10,10,142500,1425000
009881,SO240275,1,Klem Arteri Bengkok,180,167500,30150000
009882,SO240276,1,Handscoon Steril 7.5,129,389000,50181000
009882,SO240276,2,Benang Catgut 2-0,80,325500,26040000
009882,SO240276,3,Skalpel Handle No.3,33,113000,3729000
009882,SO240276,4,Duk Operasi 80x90cm,127,64500,8191500
009883,SO240276,1,Handscoon Steril 7.5,64,389000,24896000
009883,SO240276,2,Benang Catgut 2-0,40,325500,13020000
009883,SO240276,3,Skalpel Handle No.3,17,113000,1921000
009883,SO240276,4,Duk Operasi 80x90cm,63,64500,4063500
009884,SO240277,1,Skalpel Handle No.3,87,114500,9961500
009885,SO240278,1,Klem Arteri Lurus,116,143500,16646000
009885,SO240278,2,Tabung Vacutainer EDTA,135,269000,36315000
009885,SO240278,3,Walker Lipat Dewasa,186,688000,127968000
009886,SO240279,1,Tongkat Ketiak Aluminium,187,181500,33940500
009886,SO240279,2,Infus Set Anak,105,12000,1260000
009886,SO240279,3,Bisturi Elektrik Disposable,197,195500,38513500
009886,SO240279,4,Termometer Infrared,14,231000,3234000
009887,SO240280,1,Penlight Diagnostik,22,44000,968000
009887,SO240280,2,Objek Glass Frosted,84,99500,8358000
009887,SO240280,3,Syringe 20ml,173,62500,10812500
009888,SO240281,1,Gunting Bedah Lurus 14cm,34,126000,4284000
009888,SO240281,2,Infus Set Anak,46,8000,368000
009888,SO240281,3,Sarung Tangan Nitril M,45,154000,6930000
009889,SO240282,1,Urine Stick 10 Parameter,146,344500,50297000
009889,SO240282,2,Urine Bag 2000ml,189,18000,3402000
009889,SO240282,3,Benang Silk 3-0,39,309500,12070500
009889,SO240282,4,Skalpel Handle No.3,127,65000,8255000
009889,SO240282,5,Stethoscope Anak,39,414500,16165500
009890,SO240283,1,Pulse Oximeter,30,213500,6405000
009891,SO240283,1,Pulse Oximeter,40,213500,8540000
009892,SO240284,1,Benang Catgut 2-0,62,404000,25048000
009892,SO240284,2,Skalpel Handle No.3,61,72000,4392000
009892,SO240284,3,Stethoscope Dewasa,181,272000,49232000
009892,SO240284,4,Selimut Pasien Rumah Sakit,17,61000,1037000
009892,SO240284,5,Slide Kaca 76x26mm,47,109000,5123000
009893,SO240285,1,Masker Bedah 3-Ply,65,41500,2697500
009893,SO240285,2,Walker Lipat Dewasa,82,440000,36080000
009893,SO240285,3,Syringe 5ml,147,50000,7350000
009893,SO240285,4,Termometer Digital Axilla,195,51500,10042500
009893,SO240285,5,Slide Kaca 76x26mm,64,93000,5952000
009894,SO240286,1,NGT 16Fr,71,20000,1420000
009894,SO240286,2,Syringe 20ml,56,64000,3584000
009895,SO240286,1,NGT 16Fr,48,20000,960000
009895,SO240286,2,Syringe 20ml,38,64000,2432000
009896,SO240287,1,IV Catheter 20G,55,181500,9982500
009896,SO240287,2,Glukometer Set,182,379000,68978000
009896,SO240287,3,Walker Lipat Dewasa,182,405000,73710000
009897,SO240288,1,Pot Sputum 50ml Bertutup,52,88000,4576000
009897,SO240288,2,Glukometer Set,89,356000,31684000
009898,SO240288,1,Pot Sputum 50ml Bertutup,43,88000,3784000
009898,SO240288,2,Glukometer Set,73,356000,25988000
009899,SO240290,1,Handscoon Steril 6.5,49,359500,17615500
009899,SO240290,2,Skalpel Handle No.3,169,101000,17069000
009899,SO240290,3,Bedpan Plastik Dewasa,34,50000,1700000
009900,SO240291,1,Klem Arteri Bengkok,120,135500,16260000
009901,SO240292,1,Tabung Vacutainer Citrate,89,262000,23318000
009901,SO240292,2,Bedpan Plastik Dewasa,134,28500,3819000
009902,SO240293,1,Holder Vacutainer,167,124500,20791500
009902,SO240293,2,Rapid Test HbsAg,100,354500,35450000
009902,SO240293,3,Spalk Lengan Anak,92,21000,1932000
009902,SO240293,4,Syringe 5ml,17,69500,1181500
009903,SO240294,1,Pinset Anatomis 14cm,31,44500,1379500
009903,SO240294,2,Slide Kaca 76x26mm,88,67500,5940000
009903,SO240294,3,Timbangan Bayi Digital,96,439000,42144000
009903,SO240294,4,Benang Catgut 2-0,15,391000,5865000
009903,SO240294,5,Glukometer Set,93,260000,24180000
009904,SO240295,1,Tiang Infus Stainless 5-Roda,156,501000,78156000
009904,SO240295,2,Gunting Bedah Bengkok 14cm,135,93000,12555000
009904,SO240295,3,Skalpel Handle No.3,186,104000,19344000
009905,SO240296,1,Syringe 5ml,64,59500,3808000
009905,SO240296,2,Syringe 10ml,77,56500,4350500
009905,SO240296,3,Walker Lipat Dewasa,86,650500,55943000
009905,SO240296,4,Sarung Tangan Nitril M,112,172500,19320000
009905,SO240296,5,Tabung Vacutainer Citrate,67,184000,12328000
009906,SO240297,1,Stethoscope Anak,139,411000,57129000
009906,SO240297,2,Benang Catgut 2-0,86,363500,31261000
009906,SO240297,3,Objek Glass Frosted,179,100500,17989500
009907,SO240298,1,Rapid Test HbsAg,137,336000,46032000
009907,SO240298,2,Klem Arteri Lurus,179,217500,38932500
009907,SO240298,3,Cover Glass 18x18mm,129,62500,8062500
009907,SO240298,4,Pinset Bedah 14cm,173,75000,12975000
009907,SO240298,5,Tabung Vacutainer EDTA,167,262000,43754000
009908,SO240299,1,Bisturi Elektrik Disposable,102,146500,14943000
009909,SO240299,1,Bisturi Elektrik Disposable,80,146500,11720000
009910,SO240300,1,Infus Set Dewasa,174,15000,2610000
009910,SO240300,2,Benang Silk 3-0,20,327500,6550000
009911,SO240301,1,Syringe 1ml,111,72500,8047500
009912,SO240302,1,IV Catheter 20G,56,223000,12488000
009913,SO240302,1,IV Catheter 20G,31,223000,6913000
009914,SO240303,1,Tabung Vacutainer EDTA,28,197500,5530000
009914,SO240303,2,Baju Pasien Dewasa,78,59000,4602000
009914,SO240303,3,Handscoon Steril 6.5,52,285500,14846000
009915,SO240303,1,Tabung Vacutainer EDTA,27,197500,5332500
009915,SO240303,2,Baju Pasien Dewasa,74,59000,4366000
009915,SO240303,3,Handscoon Steril 6.5,50,285500,14275000
009916,SO240304,1,Rapid Test HbsAg,58,445500,25839000
009916,SO240304,2,Tabung Vacutainer Plain,43,255500,10986500
009917,SO240304,1,Rapid Test HbsAg,58,445500,25839000
009917,SO240304,2,Tabung Vacutainer Plain,44,255500,11242000
009918,SO240306,1,Handscoon Steril 7.0,16,309000,4944000
009918,SO240306,2,IV Catheter 20G,27,212500,5737500
009918,SO240306,3,Bedpan Plastik Dewasa,77,48500,3734500
009918,SO240306,4,Benang Silk 3-0,95,234000,22230000
009918,SO240306,5,Syringe 3ml,88,67500,5940000
009919,SO240306,1,Handscoon Steril 7.0,15,309000,4635000
009919,SO240306,2,IV Catheter 20G,24,212500,5100000
009919,SO240306,3,Bedpan Plastik Dewasa,68,48500,3298000
009919,SO240306,4,Benang Silk 3-0,84,234000,19656000
009919,SO240306,5,Syringe 3ml,78,67500,5265000
009920,SO240307,1,Tensimeter Digital Lengan,15,455000,6825000
009920,SO240307,2,Infus Set Dewasa,115,11500,1322500
009921,SO240307,1,Tensimeter Digital Lengan,10,455000,4550000
009921,SO240307,2,Infus Set Dewasa,76,11500,874000
009922,SO240309,1,Termometer Infrared,104,196500,20436000
009922,SO240309,2,Pinset Anatomis 14cm,185,70000,12950000
009923,SO240310,1,Gunting Bedah Bengkok 14cm,28,92500,2590000
009923,SO240310,2,Syringe 3ml,152,47000,7144000
009923,SO240310,3,Tabung Vacutainer EDTA,23,193500,4450500
009924,SO240311,1,Spalk Lengan Anak,111,31000,3441000
009924,SO240311,2,Glukometer Set,104,284500,29588000
009924,SO240311,3,Cover Glass 18x18mm,153,47500,7267500
009925,SO240312,1,Kursi Roda Lipat Ringan,14,1768000,24752000
009925,SO240312,2,Selimut Pasien Rumah Sakit,91,109500,9964500
009925,SO240312,3,Objek Glass Frosted,54,114000,6156000
009926,SO240312,1,Kursi Roda Lipat Ringan,10,1768000,17680000
009926,SO240312,2,Selimut Pasien Rumah Sakit,60,109500,6570000
009926,SO240312,3,Objek Glass Frosted,36,114000,4104000
009927,SO240313,1,Walker Lipat Dewasa,134,590000,79060000
009927,SO240313,2,Rapid Test HIV,136,329500,44812000
009927,SO240313,3,Strip Gula Darah,194,139500,27063000
009927,SO240313,4,Kursi Roda Standar,41,1933000,79253000
009927,SO240313,5,Pot Sputum 50ml Bertutup,33,88500,2920500
009928,SO240314,1,Plester Luka 5x10cm,29,37500,1087500
009929,SO240314,1,Plester Luka 5x10cm,41,37500,1537500
009930,SO240315,1,Pot Urine 60ml Bertutup,123,111000,13653000
009931,SO240315,1,Pot Urine 60ml Bertutup,103,111000,11433000
009932,SO240316,1,Rapid Test HbsAg,40,358500,14340000
009932,SO240316,2,Tiang Infus Stainless 5-Roda,135,870000,117450000
009933,SO240317,1,Syringe 5ml,78,68500,5343000
009933,SO240317,2,INFUS SET DEWASA,163,11500,1874500
009933,SO240317,3,Bantal Angin Anti Decubitus,33,378500,12490500
009933,SO240317,4,Handscoon Steril 7.5,118,376500,44427000
009934,SO240318,1,Pulse Oximeter,47,219000,10293000
009934,SO240318,2,Handscoon Steril 6.5,23,359000,8257000
009934,SO240318,3,Jarum Vacutainer 21G,40,188500,7540000
009934,SO240318,4,Bedpan Plastik Dewasa,65,34500,2242500
